Date,Open,High,Low,Close,Adj Close,Volume
2021-06-24,92.120003,93.029999,91.809998,92.529999,92.529999,983289
2021-06-25,92.379997,92.529999,91.540001,92.400002,92.400002,635959
2021-06-28,92.059998,92.320000,90.529999,90.760002,90.760002,902086
2021-06-29,90.879997,92.080002,90.800003,91.260002,91.260002,972402
2021-06-30,91.050003,91.400002,88.750000,89.309998,89.309998,1609731
2021-07-01,89.669998,90.360001,89.250000,89.970001,89.970001,1102680
2021-07-02,90.199997,91.150002,89.750000,90.089996,90.089996,812888
2021-07-05,89.820000,90.080002,88.959999,89.400002,89.400002,595548
2021-07-06,89.349998,89.349998,85.790001,86.029999,86.029999,1509146
2021-07-07,86.000000,87.129997,84.750000,86.300003,86.300003,1304818
2021-07-08,86.120003,86.120003,83.459999,84.470001,84.470001,1435880
2021-07-09,85.199997,87.680000,84.930000,87.680000,87.680000,1339528
2021-07-12,87.610001,89.150002,86.809998,88.800003,88.800003,1098697
2021-07-13,89.300003,89.430000,87.639999,88.180000,88.180000,856893
2021-07-14,87.889999,89.260002,87.559998,88.510002,88.510002,768276
2021-07-15,89.190002,89.489998,86.739998,87.279999,87.279999,980301
2021-07-16,87.860001,87.980003,85.400002,85.500000,85.500000,1065522
2021-07-19,85.300003,85.370003,81.800003,82.440002,82.440002,1660061
2021-07-20,82.910004,83.639999,81.910004,83.000000,83.000000,1212228
2021-07-21,83.330002,85.180000,81.940002,84.139999,84.139999,1134607
2021-07-22,84.779999,85.470001,83.669998,83.760002,83.760002,710635
2021-07-23,84.180000,86.000000,84.110001,85.550003,85.550003,811596
2021-07-26,85.000000,85.589996,83.849998,85.519997,85.519997,839394
2021-07-27,84.839996,84.839996,83.339996,83.879997,83.879997,1037576
2021-07-28,84.139999,84.610001,83.510002,83.800003,83.800003,595391
2021-07-29,84.029999,85.139999,83.510002,85.070000,85.070000,677615
2021-07-30,84.190002,84.699997,83.430000,83.879997,83.879997,1096073
2021-08-02,84.820000,86.000000,84.440002,84.900002,84.900002,1046991
2021-08-03,82.660004,82.809998,80.260002,80.519997,80.519997,2859568
2021-08-04,81.400002,82.160004,80.800003,81.489998,81.489998,1556191
2021-08-05,81.349998,81.720001,80.419998,81.199997,81.199997,1490844
2021-08-06,80.910004,82.550003,80.760002,82.120003,82.120003,1009130
2021-08-09,82.029999,82.070000,81.169998,81.709999,81.709999,824264
2021-08-10,81.760002,82.160004,81.540001,81.849998,81.849998,646912
2021-08-11,81.860001,82.480003,81.209999,82.290001,82.290001,763165
2021-08-12,82.440002,83.400002,82.019997,83.360001,83.360001,971005
2021-08-13,83.349998,83.900002,82.809998,83.089996,83.089996,703805
2021-08-16,82.180000,82.570000,81.250000,81.470001,81.470001,849241
2021-08-17,81.000000,81.199997,80.190002,80.349998,80.349998,1033666
2021-08-18,80.519997,80.519997,78.940002,79.849998,79.849998,1366350
2021-08-19,77.349998,78.449997,77.080002,77.430000,77.430000,1743934
2021-08-20,77.000000,77.089996,75.410004,76.980003,76.980003,1731505
2021-08-23,78.239998,78.480003,76.570000,76.800003,76.800003,1640966
2021-08-24,77.199997,78.970001,76.930000,78.419998,78.419998,1257941
2021-08-25,78.349998,78.989998,77.419998,78.000000,78.000000,812763
2021-08-26,77.250000,78.220001,76.690002,77.940002,77.940002,1194444
2021-08-27,78.279999,78.489998,77.339996,78.279999,78.279999,743213
2021-08-30,78.599998,79.239998,77.779999,79.050003,79.050003,1169183
2021-08-31,79.480003,81.180000,79.440002,80.370003,80.370003,2253954
2021-09-01,81.339996,81.559998,79.150002,79.470001,79.470001,1310032
2021-09-02,79.690002,80.000000,79.300003,79.419998,79.419998,808924
2021-09-03,79.900002,80.300003,79.019997,79.400002,79.400002,1009621
2021-09-06,79.510002,80.339996,79.459999,79.849998,79.849998,588953
2021-09-07,79.900002,80.980003,79.830002,80.470001,80.470001,1024387
2021-09-08,80.000000,80.059998,78.290001,78.610001,78.610001,1368573
2021-09-09,78.000000,79.010002,77.769997,78.639999,78.639999,1268472
2021-09-10,78.500000,79.500000,78.120003,79.150002,79.150002,870239
2021-09-13,80.000000,81.790001,79.889999,81.629997,81.629997,1523795
2021-09-14,81.739998,83.040001,81.550003,82.150002,82.150002,1221496
2021-09-15,82.010002,83.470001,81.930000,83.089996,83.089996,1726674
2021-09-16,83.470001,83.769997,82.070000,82.070000,82.070000,1368105
2021-09-17,82.839996,83.040001,80.050003,80.360001,80.360001,3110288
2021-09-20,78.550003,78.830002,76.550003,77.889999,77.889999,2263689
2021-09-21,78.519997,79.870003,78.480003,78.919998,78.919998,1281674
2021-09-22,79.900002,81.580002,79.519997,81.459999,81.459999,1232081
2021-09-23,82.150002,82.410004,80.800003,81.349998,81.349998,1331540
2021-09-24,80.820000,81.989998,80.000000,81.589996,81.589996,909760
2021-09-27,82.320000,82.959999,82.150002,82.690002,82.690002,1303448
2021-09-28,82.989998,84.800003,82.550003,82.690002,82.690002,1934260
2021-09-29,83.500000,84.849998,83.120003,84.470001,84.470001,1600490
2021-09-30,84.750000,84.900002,82.589996,82.760002,82.760002,1558858
2021-10-01,81.820000,84.470001,81.150002,83.830002,83.830002,2064447
2021-10-04,83.680000,84.290001,82.930000,83.419998,83.419998,966428
2021-10-05,83.500000,83.839996,82.690002,83.709999,83.709999,942612
2021-10-06,82.809998,82.910004,80.639999,81.610001,81.610001,1710893
2021-10-07,82.820000,84.239998,82.559998,83.449997,83.449997,1418603
2021-10-08,83.779999,84.879997,83.639999,84.680000,84.680000,1213523
2021-10-11,84.349998,86.680000,84.150002,86.570000,86.570000,1598749
2021-10-12,86.000000,87.010002,85.699997,86.500000,86.500000,1304012
2021-10-13,86.599998,87.589996,85.660004,85.820000,85.820000,1014845
2021-10-14,86.699997,87.029999,86.120003,86.360001,86.360001,831858
2021-10-15,86.660004,87.750000,86.400002,87.559998,87.559998,1307758
2021-10-18,87.459999,87.809998,85.989998,86.370003,86.370003,1022068
2021-10-19,86.599998,86.660004,85.370003,85.459999,85.459999,1013245
2021-10-20,85.120003,86.040001,83.260002,84.669998,84.669998,1537684
2021-10-21,83.500000,85.290001,83.360001,84.239998,84.239998,996665
2021-10-22,84.320000,86.199997,84.070000,85.690002,85.690002,971980
2021-10-25,85.580002,87.730003,85.459999,87.540001,87.540001,1491635
2021-10-26,87.900002,89.010002,87.129997,88.419998,88.419998,1190398
2021-10-27,88.150002,88.959999,87.720001,88.550003,88.550003,758432
2021-10-28,87.820000,88.099998,87.000000,87.339996,87.339996,865069
2021-10-29,86.769997,87.510002,86.129997,87.239998,87.239998,1452431
2021-11-01,87.459999,88.800003,87.400002,88.279999,88.279999,968616
2021-11-02,88.080002,88.639999,87.690002,88.639999,88.639999,827849
2021-11-03,88.000000,90.000000,87.330002,89.959999,89.959999,1766650
2021-11-04,90.000000,91.440002,89.220001,89.989998,89.989998,1405533
2021-11-05,89.849998,92.320000,89.650002,91.849998,91.849998,1470209
2021-11-08,91.730003,91.809998,90.760002,91.089996,91.089996,845001
2021-11-09,91.300003,91.570000,90.389999,90.660004,90.660004,903644
2021-11-10,90.669998,91.820000,90.059998,91.760002,91.760002,847559
2021-11-11,91.779999,92.519997,91.529999,92.330002,92.330002,993417
2021-11-12,92.500000,93.139999,91.919998,93.019997,93.019997,960929
2021-11-15,92.900002,93.720001,92.739998,93.480003,93.480003,862865
2021-11-16,93.760002,94.570000,92.750000,93.209999,93.209999,1018397
2021-11-17,93.360001,93.989998,92.440002,93.620003,93.620003,822593
2021-11-18,93.830002,94.980003,93.180000,94.199997,94.199997,1141842
2021-11-19,95.000000,95.440002,92.360001,93.199997,93.199997,2007293
2021-11-22,93.320000,95.199997,93.250000,94.779999,94.779999,1208270
2021-11-23,94.000000,94.760002,93.389999,94.440002,94.440002,1204668
2021-11-24,94.230003,94.830002,91.809998,92.489998,92.489998,1403839
2021-11-25,92.849998,93.019997,90.720001,91.129997,91.129997,803234
2021-11-26,87.980003,88.070000,85.510002,85.510002,85.510002,2597218
2021-11-29,86.000000,87.980003,85.169998,85.779999,85.779999,1759480
2021-11-30,84.949997,85.599998,83.379997,84.980003,84.980003,2252523
2021-12-01,85.989998,88.919998,85.580002,88.639999,88.639999,1482489
2021-12-02,87.470001,88.870003,87.070000,88.430000,88.430000,1325406
2021-12-03,89.529999,89.610001,87.139999,87.500000,87.500000,1385089
2021-12-06,88.029999,88.800003,86.820000,88.419998,88.419998,1100120
2021-12-07,88.419998,88.419998,88.419998,88.419998,88.419998,0
2021-12-08,90.849998,91.209999,89.129997,91.129997,91.129997,1338471
2021-12-09,91.489998,91.870003,90.000000,90.220001,90.220001,1050166
2021-12-10,89.529999,90.190002,88.949997,89.660004,89.660004,1415043
2021-12-13,89.800003,91.879997,89.550003,89.879997,89.879997,1086537
2021-12-14,89.980003,90.040001,88.220001,88.400002,88.400002,1116145
2021-12-15,88.889999,89.410004,88.230003,88.269997,88.269997,794212
2021-12-16,89.750000,90.309998,89.269997,89.639999,89.639999,1364574
2021-12-17,88.830002,89.050003,86.089996,86.919998,86.919998,2735975
2021-12-20,84.360001,86.230003,83.360001,85.190002,85.190002,1455573
2021-12-21,86.260002,87.139999,85.360001,87.089996,87.089996,888690
2021-12-22,87.000000,87.440002,86.050003,87.440002,87.440002,624985
2021-12-23,88.000000,89.459999,87.980003,89.169998,89.169998,823550
2021-12-27,88.720001,90.110001,88.610001,90.000000,90.000000,396304
2021-12-28,90.089996,90.690002,89.750000,89.949997,89.949997,442096
2021-12-29,89.889999,89.970001,88.870003,89.199997,89.199997,419820
2021-12-30,89.389999,89.500000,88.120003,88.489998,88.489998,598323
2022-01-03,88.910004,91.750000,88.739998,91.330002,91.330002,983398
2022-01-04,91.889999,94.239998,91.190002,94.190002,94.190002,1422271
2022-01-05,94.500000,96.389999,93.940002,96.239998,96.239998,1828361
2022-01-06,94.699997,97.320000,94.610001,96.220001,96.220001,1229513
2022-01-07,96.000000,96.529999,95.019997,95.599998,95.599998,1193638
2022-01-10,98.489998,99.040001,96.430000,97.199997,97.199997,1896744
2022-01-11,97.989998,98.199997,96.559998,98.019997,98.019997,1238359
2022-01-12,98.599998,98.930000,97.120003,97.449997,97.449997,954099
2022-01-13,97.379997,99.300003,97.260002,99.019997,99.019997,1380823
2022-01-14,98.830002,100.419998,98.720001,99.320000,99.320000,1257658
2022-01-17,99.879997,100.059998,98.550003,99.019997,99.019997,663785
2022-01-18,98.370003,99.669998,97.339996,98.940002,98.940002,930784
2022-01-19,98.389999,99.349998,97.540001,97.860001,97.860001,1133756
2022-01-20,96.639999,98.029999,95.800003,96.830002,96.830002,1100542
2022-01-21,95.199997,95.559998,93.970001,95.559998,95.559998,1592557
2022-01-24,95.000000,96.400002,90.800003,91.480003,91.480003,2185251
2022-01-25,92.650002,93.199997,90.940002,92.080002,92.080002,1307184
2022-01-26,92.839996,94.910004,92.690002,94.169998,94.169998,1274554
2022-01-27,93.010002,95.160004,92.910004,94.000000,94.000000,1295354
2022-01-28,94.000000,94.029999,90.190002,92.400002,92.400002,1830172
2022-01-31,93.379997,93.709999,92.150002,92.949997,92.949997,1305196
2022-02-01,93.209999,94.389999,93.019997,94.290001,94.290001,1033421
2022-02-02,94.500000,94.820000,93.410004,93.680000,93.680000,890522
2022-02-03,93.370003,94.669998,93.239998,93.760002,93.760002,1101439
2022-02-04,94.360001,94.360001,89.059998,89.660004,89.660004,1816267
2022-02-07,90.290001,90.900002,89.809998,89.860001,89.860001,1173288
2022-02-08,89.760002,91.870003,89.419998,89.910004,89.910004,1229356
2022-02-09,90.599998,93.949997,90.199997,93.330002,93.330002,1579360
2022-02-10,93.110001,93.650002,92.440002,92.769997,92.769997,1206489
2022-02-11,91.589996,95.730003,90.970001,95.300003,95.300003,2746188
2022-02-14,92.419998,93.110001,90.790001,92.589996,92.589996,2148590
2022-02-15,92.430000,94.989998,91.940002,94.930000,94.930000,1474671
2022-02-16,94.919998,96.019997,93.339996,94.050003,94.050003,1496583
2022-02-17,94.730003,97.230003,94.570000,95.970001,95.970001,1694067
2022-02-18,96.360001,97.599998,94.949997,95.379997,95.379997,1551295
2022-02-21,96.610001,96.930000,91.489998,92.290001,92.290001,1644574
2022-02-22,89.629997,92.309998,89.440002,90.930000,90.930000,2078619
2022-02-23,91.000000,93.820000,90.949997,91.620003,91.620003,1489901
2022-02-24,87.250000,88.870003,84.150002,84.989998,84.989998,4257916
2022-02-25,86.379997,88.139999,84.129997,88.019997,88.019997,2682262
2022-02-28,85.040001,86.559998,83.220001,86.559998,86.559998,2667291
2022-03-01,86.160004,87.500000,82.070000,82.489998,82.489998,2383041
2022-03-02,80.330002,82.070000,79.309998,80.559998,80.559998,2638366
2022-03-03,80.599998,81.010002,76.879997,77.510002,77.510002,2480550
2022-03-04,75.599998,76.480003,72.489998,73.099998,73.099998,3819567
2022-03-07,69.660004,72.870003,67.580002,70.519997,70.519997,4055547
2022-03-08,69.300003,73.199997,68.800003,71.050003,71.050003,3481540
2022-03-09,74.010002,76.250000,72.449997,76.199997,76.199997,3559897
2022-03-10,76.260002,76.739998,70.220001,72.000000,72.000000,4329263
2022-03-11,72.919998,75.459999,72.000000,72.419998,72.419998,2873113
2022-03-14,74.639999,76.370003,73.980003,74.430000,74.430000,2514991
2022-03-15,73.629997,75.779999,71.699997,75.320000,75.320000,2601157
2022-03-16,77.540001,79.279999,76.180000,78.400002,78.400002,3188590
2022-03-17,79.339996,79.400002,75.510002,76.669998,76.669998,2207957
2022-03-18,76.199997,76.660004,74.750000,75.900002,75.900002,4736344
2022-03-21,76.239998,77.970001,75.739998,77.440002,77.440002,1686583
2022-03-22,78.349998,79.760002,77.349998,79.059998,79.059998,1732509
2022-03-23,80.339996,80.800003,77.849998,78.260002,78.260002,1942435
2022-03-24,78.309998,79.010002,77.320000,78.470001,78.470001,1529917
2022-03-25,78.000000,78.459999,77.199997,77.889999,77.889999,1514673
2022-03-28,78.099998,79.949997,78.040001,78.239998,78.239998,1109020
2022-03-29,79.830002,83.470001,79.180000,82.629997,82.629997,1967947
2022-03-30,81.699997,82.160004,80.120003,80.260002,80.260002,1492559
2022-03-31,81.300003,81.709999,78.410004,78.599998,78.599998,1468453
2022-04-01,78.510002,80.129997,78.339996,79.000000,79.000000,1064970
2022-04-04,79.599998,80.169998,77.970001,79.849998,79.849998,1100335
2022-04-05,79.739998,80.620003,77.790001,78.180000,78.180000,1523273
2022-04-06,77.879997,78.059998,74.849998,76.300003,76.300003,1651158
